Date,Gas Price,Carbon Price,Coal Price,Oil Price,Distillate Price,Exchange Rate (£:€)
21/3/2020,22.53,16.04,47.5,151.09,301,1.0986
22/3/2020,22.53,16.04,47.5,151.09,301,1.0986
23/3/2020,23.23,15.45,47.4,151.37,286,1.0756
24/3/2020,21.9,16.7,47.65,152.04,303.25,1.0858
25/3/2020,21.53,17.41,48.25,153.38,306,1.0929
26/3/2020,22.35,17.22,47.95,147.5,303.75,1.0947
27/3/2020,19.98,16.26,48.1,139.61,300.25,1.1143
28/3/2020,18.56,16.26,48.1,139.61,300.25,1.1143
29/3/2020,18.56,16.26,48.1,139.61,300.25,1.1143
30/3/2020,18.94,16.93,50.75,127.46,285.25,1.1249
31/3/2020,18.8,16.93,49.3,127.34,292.75,1.1281
1/4/2020,17.3,16.96,48.1,138.54,275.5,1.1305
2/4/2020,16.86,17.95,47.45,167.66,283.25,1.1398
3/4/2020,17.39,17.86,46.1,191.02,304,1.1383
4/4/2020,16.2,17.86,46.1,191.02,304,1.1383
5/4/2020,16.2,17.86,46.1,191.02,304,1.1383
6/4/2020,15.86,20.3,46.3,185.08,302.25,1.139
7/4/2020,15.93,20.41,47.05,178.47,305,1.1352
8/4/2020,16.74,21.04,46.6,183.9,297.75,1.137
9/4/2020,15.41,20.98,46.8,176.29,302.5,1.142
10/4/2020,14.48,20.98,46.8,176.29,302.5,1.142
11/4/2020,15.44,20.98,46.8,176.29,302.5,1.142
12/4/2020,15.44,20.98,46.8,176.29,302.5,1.142
13/4/2020,15.44,20.98,46.7,177.74,298.5,1.142
14/4/2020,15.44,19.73,45.75,165.76,279.5,1.1461
15/4/2020,14.89,19.17,45.3,155.06,260.75,1.1444
16/4/2020,13.81,20.85,45.5,155.79,271,1.1473
17/4/2020,14.25,21.61,45.4,157.25,275.5,1.1497
18/4/2020,13.08,21.61,45.4,157.25,275.5,1.1497
19/4/2020,13.08,21.61,45.4,157.25,275.5,1.1497
20/4/2020,13.26,21.29,45.55,143.19,261.75,1.1449
21/4/2020,10.41,19.77,45.45,108.25,216,1.1348
22/4/2020,9.28,20.57,45.15,114.07,212,1.1374
23/4/2020,11.83,20.94,44.9,119.45,227.75,1.1468
24/4/2020,11.63,20.66,45.05,120.06,205,1.1429
25/4/2020,10.63,20.66,45.05,120.06,205,1.1429
26/4/2020,10.63,20.66,45.05,120.06,205,1.1429
27/4/2020,10.75,20.2,39.1,111.94,190.75,1.146
28/4/2020,12.81,20.2,38.45,114.58,191.5,1.1484
29/4/2020,13.38,20.2,39,126.22,208.5,1.1445
30/4/2020,12.73,20.2,39.85,141.51,236.75,1.1507
1/5/2020,12.89,18.9,39.5,148.06,239.75,1.1507
2/5/2020,13.33,18.9,39.5,148.06,239.75,1.1507
3/5/2020,13.33,18.9,39.5,148.06,239.75,1.1507
4/5/2020,13.08,19.28,39,152.32,231.5,1.1377
5/5/2020,14.06,19.02,39.6,173.43,259.75,1.1486
6/5/2020,13.73,18.93,40,166.43,246,1.1461
7/5/2020,13.85,19.47,40.2,164.98,256,1.1431
8/5/2020,13.88,19.28,40,173.43,260.25,1.1424
9/5/2020,13.88,19.28,40,173.43,260.25,1.1424
10/5/2020,13.88,19.28,40,173.43,260.25,1.1424
11/5/2020,14.18,18.99,39.9,165.93,258,1.138
12/5/2020,13.23,18.45,39.7,167.89,250,1.1393
13/5/2020,12.84,18.59,39.35,163.46,245.25,1.1332
14/5/2020,12.75,18.76,39.1,174.33,255.25,1.13
15/5/2020,12.63,19.09,38.75,182,269.75,1.1269
16/5/2020,12.45,19.09,38.75,182,269.75,1.1269
17/5/2020,12.45,19.09,38.75,182,269.75,1.1269
18/5/2020,12.1,20.26,38.85,194.94,302.75,1.1217
19/5/2020,11.28,20.26,38.85,194.04,290.25,1.1169
20/5/2020,11.15,20.26,38.8,200.2,299.5,1.1191
21/5/2020,10.6,20.26,38.75,201.94,296.5,1.1118
22/5/2020,8.55,20.26,38.65,196.73,287.75,1.1165
23/5/2020,9.1,20.26,38.65,196.73,287.75,1.1165
24/5/2020,9.1,20.26,38.65,196.73,287.75,1.1165
25/5/2020,9.1,20.26,38.75,198.97,299.75,1.1171
26/5/2020,9.6,20.26,38.6,202.55,297,1.1251
27/5/2020,10.08,20.26,38.7,194.54,286.75,1.1161
28/5/2020,8.9,20.26,38.8,197.62,281,1.1145
29/5/2020,8.59,20.26,38.5,197.85,283.75,1.11
30/5/2020,9.6,20.26,38.5,197.85,283.75,1.11
31/5/2020,9.6,21.4,38.5,197.85,283.75,1.11
1/6/2020,9.08,20.9,44.85,214.59,303,1.1152
2/6/2020,8.61,22,46.75,221.59,322.75,1.1225
3/6/2020,10.93,22.01,46.6,222.82,316.75,1.1228
4/6/2020,12.38,22.14,45.7,223.94,312.5,1.115
5/6/2020,12.05,23.17,46.2,236.88,341,1.118
6/6/2020,12.3,23.17,46.2,236.88,341,1.118
7/6/2020,12.3,23.17,46.2,236.88,341,1.118
8/6/2020,13.03,22.65,45.95,228.48,339.5,1.1214
9/6/2020,12.65,22.42,45.6,230.61,339,1.1221
10/6/2020,12.49,22.85,44.95,233.69,345.25,1.1241
11/6/2020,11.24,22.21,44.35,215.88,322.75,1.1153
12/6/2020,12.65,21.93,44.5,216.89,328.5,1.1154
13/6/2020,13.55,21.93,44.5,216.89,328.5,1.1154
14/6/2020,13.55,21.93,44.5,216.89,328.5,1.1154
15/6/2020,13.63,22.1,45,222.43,330.5,1.1155
16/6/2020,14.48,22.72,44.8,229.38,346,1.1189
17/6/2020,13.61,22.69,44.6,227.98,349.5,1.118
18/6/2020,13.88,24.4,44.7,232.46,353.75,1.1108
19/6/2020,13.86,24.09,45,236.26,364.5,1.1049
20/6/2020,14.03,24.09,45,236.26,364.5,1.1049
21/6/2020,14.03,24.09,45,236.26,364.5,1.1049
22/6/2020,14.1,24.46,45.6,241.25,364.5,1.1071
23/6/2020,13.66,25.35,44.85,238.73,367.75,1.1034
24/6/2020,14.6,25.33,45.25,225.74,345.75,1.1069
25/6/2020,14.83,25.11,45.25,229.88,344.5,1.1095
26/6/2020,13.53,24.66,45.45,229.71,339,1.1041
27/6/2020,13.33,24.66,45.45,229.71,339,1.1041
28/6/2020,13.33,24.66,45.45,229.71,339,1.1041
29/6/2020,13.63,26.55,50.05,233.58,348,1.0924
30/6/2020,14.93,26.63,49.85,230.44,352.25,1.096
1/7/2020,15.33,27.65,51.05,241.58,52,1.1058
2/7/2020,15.23,27.31,51.05,241.58,52,1.1083
3/7/2020,13.78,27.85,50.9,239.68,51.3,1.1096
4/7/2020,13.04,27.85,50.9,239.68,51.3,1.1096
5/7/2020,13.04,27.85,50.9,239.68,51.3,1.1096
6/7/2020,13.53,29.64,51.2,241.36,52.5,1.1049
7/7/2020,14.78,29.32,50.65,241.25,52.1,1.1093
8/7/2020,15.24,29.25,49.5,242.42,50.75,1.1121
9/7/2020,14.73,28.54,49.3,237.16,49.6,1.1154
10/7/2020,13.7,28.96,48.7,242.14,48.9,1.1164
11/7/2020,12.64,28.96,48.7,242.14,48.9,1.1164
12/7/2020,12.64,28.96,48.7,242.14,48.9,1.1164
13/7/2020,12.85,29.27,48.8,239.23,48.8,1.1119
14/7/2020,11.93,29.56,48.65,240.24,49,1.1016
15/7/2020,12.68,28.75,49,245.22,49.6,1.1045
16/7/2020,12.63,26.52,49,242.87,48.9,1.1004
17/7/2020,12.6,27.74,49.25,241.58,49.75,1.098
18/7/2020,12.56,27.74,49.25,241.58,49.75,1.098
19/7/2020,12.56,27.74,49.25,241.58,49.75,1.098
20/7/2020,12.95,26.09,49.05,242.37,49.6,1.1041
21/7/2020,12.78,26.54,49.6,248.19,51,1.1104
22/7/2020,12.65,26.55,49.7,248.02,51.15,1.0974
23/7/2020,12.86,27.25,49.6,242.54,51.1,1.0966
24/7/2020,13.2,26.29,49.55,242.7,50.75,1.0991
25/7/2020,12.23,26.29,49.55,242.7,50.75,1.0991
26/7/2020,12.23,26.29,49.55,242.7,50.75,1.0991
27/7/2020,12.7,24.93,49.5,243.1,49.85,1.0948
28/7/2020,11.59,24.93,49.7,242.03,50.25,1.0993
29/7/2020,12.85,24.93,49.7,245,51,1.1064
30/7/2020,13.21,24.93,49.85,240.46,51.25,1.1078
31/7/2020,12.83,25.54,49.9,242.48,51.9,1.1105
1/8/2020,13.38,25.54,49.9,242.48,416.9,1.1105
2/8/2020,13.38,25.54,49.9,242.48,416.9,1.1105
3/8/2020,13.33,26.06,51.7,247.24,373,1.111
4/8/2020,15.63,26.77,51.6,248.81,373.75,1.107
5/8/2020,15.65,26.71,51.3,252.95,390,1.1078
6/8/2020,16.18,26.33,50.2,252.5,377.5,1.1107
7/8/2020,18.25,26.36,50.8,248.64,371.5,1.1065
8/8/2020,19.43,26.36,50.8,248.64,371.5,1.1065
9/8/2020,19.43,26.36,50.8,248.64,371.5,1.1065
10/8/2020,19.48,26.66,50.55,251.94,370.75,1.1092
11/8/2020,19.36,26.14,50.3,249.2,378.25,1.1131
12/8/2020,18.68,25.92,49.7,254.41,378.25,1.1053
13/8/2020,18.03,25.38,49.5,251.78,376.5,1.1065
14/8/2020,18.59,25.42,49.25,250.88,374.5,1.109
15/8/2020,19.78,25.42,49.25,250.88,374.5,1.109
16/8/2020,19.78,25.42,49.25,250.88,374.5,1.109
17/8/2020,19.85,26.26,49.4,254.07,375,1.1034
18/8/2020,20.13,26.51,49.35,254.58,380,1.1065
19/8/2020,21.95,26.2,49.15,254.07,376.75,1.1069
20/8/2020,21.29,25.88,48.9,251.44,371,1.109
21/8/2020,19.83,25.62,48.65,248.36,360,1.1141
22/8/2020,17.63,25.62,48.65,248.36,360,1.1141
23/8/2020,17.63,25.62,48.65,248.36,360,1.1141
24/8/2020,18.54,27.45,48.8,252.73,370.75,1.109
25/8/2020,22.39,27.45,48.9,256.82,378.5,1.1118
26/8/2020,23.78,27.45,48.95,255.58,371,1.115
27/8/2020,25.18,27.45,48.9,252.5,362.5,1.1173
28/8/2020,24.68,27.45,49,252.28,365.5,1.1177
29/8/2020,24.5,27.45,49,252.28,365.5,1.1177
30/8/2020,24.5,27.45,49,252.28,365.5,1.1177
31/8/2020,24.5,29.52,52.9,252.28,362,1.116
1/9/2020,26.93,27.72,52.7,255.25,371.75,1.1239
2/9/2020,28.1,28.21,51.5,248.81,361.25,1.1256
3/9/2020,27.03,28.72,51.5,246.79,342,1.1219
4/9/2020,28.71,27.34,51.4,238.9,343.25,1.1195
5/9/2020,30.5,27.34,51.4,238.9,343.25,1.1195
6/9/2020,30.5,27.34,51.4,238.9,343.25,1.1195
7/9/2020,30.39,27.04,51,235.26,336,1.1132
8/9/2020,28.65,26.78,51.2,222.77,317.25,1.1055
9/9/2020,27.85,27.19,51.2,228.42,324.75,1.0963
10/9/2020,28.16,28.4,51.7,224.34,322.75,1.0918
11/9/2020,27.8,28.24,51.7,223.05,324,1.0822
12/9/2020,26.13,28.24,51.7,223.05,324,1.0822
13/9/2020,26.13,28.24,51.7,223.05,324,1.0822
14/9/2020,26.7,30.44,51.7,221.82,319.75,1.0847
15/9/2020,27.76,29.76,51.8,226.97,320,1.0858
16/9/2020,28.43,29.96,51.9,236.43,325.25,1.0938
17/9/2020,30.1,28.41,51.9,242.48,340,1.0925
18/9/2020,29,27.97,52,241.64,339.75,1.0951
19/9/2020,28.73,27.97,52,241.64,339.75,1.0951
20/9/2020,28.73,27.97,52,241.64,339.75,1.0951
21/9/2020,29.51,26.38,52.1,232.06,321.75,1.0916
22/9/2020,30.18,27.83,52.1,233.63,322.25,1.09
23/9/2020,31.21,26.48,52.15,233.91,325.75,1.0883
24/9/2020,32.43,26.77,52.25,234.86,320.75,1.0962
25/9/2020,31.53,26.15,52.35,234.75,325.25,1.0948
26/9/2020,31.93,26.15,52.35,234.75,325.25,1.0948
27/9/2020,31.93,26.15,52.35,234.75,325.25,1.0948
28/9/2020,32.15,27.69,57.2,237.61,330.25,1.1049
29/9/2020,34.58,27.69,57.05,229.77,325.5,1.0993
30/9/2020,33.99,27.69,57.2,229.32,329.5,1.0961
1/10/2020,33.55,26.49,56.4,219.91,318.75,1.1023
2/10/2020,32.6,27.01,56.4,219.91,318.75,1.1029
3/10/2020,33.78,27.01,56.4,219.91,318.75,1.1029
4/10/2020,33.78,27.01,56.4,219.91,318.75,1.1029
5/10/2020,34.55,26.92,57.7,231.22,333,1.1012
6/10/2020,36.25,26.78,57.7,238.84,345.5,1.0982
7/10/2020,35.73,26.89,57.65,235.14,336,1.0939
8/10/2020,37.93,26.33,57.7,242.7,346.5,1.0985
9/10/2020,38.63,25.71,57.6,239.96,349.25,1.0969
10/10/2020,37.75,25.71,57.6,239.96,349.25,1.0969
11/10/2020,37.75,25.71,57.6,239.96,349.25,1.0969
12/10/2020,38.35,25.87,56.85,233.63,337,1.1038
13/10/2020,38.65,25.21,56.5,237.72,339.25,1.1039
14/10/2020,36.95,25.75,56.6,242.59,343,1.1063
15/10/2020,38.6,24.96,56.8,241.7,341.5,1.1045
16/10/2020,39.7,24.89,57,240.41,344.75,1.0999
17/10/2020,40.78,24.89,57,240.41,344.75,1.0999
18/10/2020,40.78,24.89,57,240.41,344.75,1.0999
19/10/2020,40.28,24.98,57.1,238.67,341,1.1039
20/10/2020,39.6,24.41,57.1,241.7,337.25,1.0949
21/10/2020,39.86,23.57,56.5,233.69,328,1.1019
22/10/2020,40.03,24.18,56.75,237.78,336.25,1.1078
23/10/2020,41.3,25.49,56.7,233.91,335,1.1028
24/10/2020,40.63,25.49,56.7,233.91,335,1.1028
25/10/2020,40.63,25.49,56.7,233.91,335,1.1028
26/10/2020,41.5,23.85,56.7,226.58,320.25,1.1019
27/10/2020,39.98,23.85,56.55,230.72,329.5,1.1023
28/10/2020,40.25,23.85,56.5,219.07,314.75,1.103
29/10/2020,38.13,23.85,56.1,210.84,304,1.1058
30/10/2020,37.73,23.85,56.05,209.78,305,1.1085
31/10/2020,33.13,23.71,56.05,209.78,305,1.1085
1/11/2020,33.13,23.71,56.05,209.78,305,1.1085
2/11/2020,34.53,23.67,50.9,218.23,310,1.1105
3/11/2020,36,24.38,51.05,222.38,319.25,1.1106
4/11/2020,37.75,25.11,50.85,230.89,330,1.1117
5/11/2020,37.3,25.98,51.4,229.21,328.75,1.1056
6/11/2020,38.3,25.42,50.8,220.92,323.75,1.1058
7/11/2020,36.68,25.42,50.8,220.92,323.75,1.1058
8/11/2020,36.68,25.42,50.8,220.92,323.75,1.1058
9/11/2020,36.36,26.55,51.05,237.44,345.75,1.1084
10/11/2020,37.68,26.23,51.35,244.22,353.25,1.1213
11/11/2020,36.41,26.13,51.4,245.28,361,1.1244
12/11/2020,36.7,25.92,52.05,243.77,355.25,1.114
13/11/2020,36.98,26.28,52.7,239.57,344.75,1.115
14/11/2020,37.13,26.28,52.7,239.57,344.75,1.115
15/11/2020,37.13,26.28,52.7,239.57,344.75,1.115
16/11/2020,38,27.39,52.95,245.39,352.75,1.1134
17/11/2020,37.35,26.64,52.75,245,350.25,1.1163
18/11/2020,35.13,27.19,52.85,248.3,360.75,1.1189
19/11/2020,36.78,26.35,52.75,247.52,357.75,1.1188
20/11/2020,35.59,26.74,53,251.78,359.5,1.1187
21/11/2020,33.25,26.74,53,251.78,359.5,1.1187
22/11/2020,33.25,26.74,53,251.78,359.5,1.1187
23/11/2020,34.18,27.25,52.95,257.94,370.25,1.125
24/11/2020,36.6,27.63,53.2,268.02,388.75,1.1234
25/11/2020,38.8,27.62,53.55,272.22,389.25,1.122
26/11/2020,39.33,28.1,53.55,267.68,389,1.122
27/11/2020,40.45,28.13,53.6,269.81,391.5,1.118
28/11/2020,40.6,28.13,53.6,269.81,391.5,1.118
29/11/2020,40.6,28.13,53.6,269.81,391.5,1.118
30/11/2020,41.03,28.13,61.15,266.5,387,1.113
1/12/2020,42.31,28.13,62,270.2,393.25,1.1136
2/12/2020,42.25,28.13,62,270.2,393.25,1.1051
3/12/2020,42.98,28.13,61.85,272.78,399,1.1067
4/12/2020,40.08,28.13,63.2,275.8,400.25,1.1076
5/12/2020,42.3,28.13,63.2,275.8,400.25,1.1076
6/12/2020,42.3,28.13,63.2,275.8,400.25,1.1076
7/12/2020,42.55,28.13,62.95,273.22,404.5,1.0963
8/12/2020,41,28.13,63.05,273.5,405,1.0972
9/12/2020,40.54,29.7,63.3,273.62,401.5,1.1111
10/12/2020,40.78,30.9,64,281.4,418.25,1.0977
11/12/2020,42.96,30.52,65.1,279.83,412,1.0835
12/12/2020,43.23,30.52,65.1,279.83,412,1.0835
13/12/2020,43.23,30.52,65.1,279.83,412,1.0835
14/12/2020,43.2,30.81,65.4,281.62,410.5,1.1025
15/12/2020,46.1,30.81,65.8,284.26,419.75,1.1014
16/12/2020,45.53,30.81,65.6,286.05,418.75,1.1117
17/12/2020,44.94,30.81,65.65,288.4,426.75,1.1105
18/12/2020,43,30.81,66,292.66,433.5,1.101
19/12/2020,41.08,30.81,66,292.66,433.5,1.101
20/12/2020,41.08,30.81,66,292.66,433.5,1.101
21/12/2020,41.33,30.81,66.1,285.1,414.25,1.0916
22/12/2020,47.15,30.81,66.1,280.45,418,1.0971
23/12/2020,48.29,30.81,66.05,286.72,427,1.1025
24/12/2020,46.68,30.81,66.1,287.22,423.5,1.1136
25/12/2020,48.01,30.81,66.1,287.22,423.5,1.1136
26/12/2020,48.01,30.81,66.1,287.22,423.5,1.1136
27/12/2020,48.01,30.81,66.1,287.22,423.5,1.1136
28/12/2020,48.01,30.81,71.65,284.82,426.75,1.1061
29/12/2020,50.16,30.81,70,286.1,424.75,1.1006
30/12/2020,56.54,30.81,69.4,287.5,425.25,1.1073
31/12/2020,56.08,30.81,69,287.5,420.75,1.1123
1/1/2021,57.75,32.72,69,290.08,423,1.1123
2/1/2021,57.75,32.72,69,290.08,423,1.1123
3/1/2021,57.75,32.72,69,290.08,423,1.1123
4/1/2021,57.45,33.56,69.3,286.1,422,1.1091
5/1/2021,59.7,32.84,64.9,300.16,434.5,1.107
6/1/2021,54.25,33.51,64.25,304.08,438,1.1033
7/1/2021,54.45,34.64,66.6,304.53,439.75,1.1088
8/1/2021,58.8,34.8,68.5,313.54,447.25,1.1095
9/1/2021,62,34.8,68.5,313.54,447.25,1.1095
10/1/2021,62,34.8,68.5,313.54,447.25,1.1095
11/1/2021,61.6,34.42,68.5,311.7,449.25,1.1082
12/1/2021,67.5,34.54,70.5,316.85,460.5,1.1181
13/1/2021,78.9,33.54,70.15,313.94,460.25,1.1238
14/1/2021,65.45,33.42,69.9,315.95,459.5,1.1243
15/1/2021,64.2,31.64,68.6,308.56,452,1.1236
16/1/2021,56.25,31.64,68.6,308.56,452,1.1236
17/1/2021,56.25,31.64,68.6,308.56,452,1.1236
18/1/2021,57.75,31.53,67.25,306.6,453.5,1.1227
19/1/2021,53.13,32.99,67.5,313.04,459.25,1.1223
20/1/2021,55.39,32.82,67.5,314.05,459.5,1.1291
21/1/2021,55.79,34.02,67.55,314.16,455,1.1283
22/1/2021,56.55,34.15,67.5,310.3,449.25,1.123
23/1/2021,60.35,34.15,67.5,310.3,449.25,1.123
24/1/2021,60.35,34.15,67.5,310.3,449.25,1.123
25/1/2021,60.65,33.08,67.45,312.93,448.5,1.1261
26/1/2021,56.9,33.08,67.65,313.1,451,1.1274
27/1/2021,53.33,33.08,67.7,312.54,456,1.1313
28/1/2021,53.45,33.08,67.8,310.97,451.25,1.1286
29/1/2021,57.25,33.08,67.8,312.93,450.25,1.1314
30/1/2021,53.83,33.08,67.8,312.93,450.25,1.1314
31/1/2021,53.83,32.95,67.8,312.93,450.25,1.1314
1/2/2021,55.23,32.95,65.6,314.16,462.25,1.1338
2/2/2021,49.28,32.95,65.4,320.32,471.75,1.1354
3/2/2021,49.35,37.38,63.75,325.75,474,1.1345
4/2/2021,47.35,37.22,65,327.99,475.75,1.1403
5/2/2021,49.35,38.15,66.45,330.85,481.25,1.1424
6/2/2021,48.96,38.15,66.45,330.85,481.25,1.1424
7/2/2021,48.96,38.15,66.45,330.85,481.25,1.1424
8/2/2021,50.35,38.56,68.25,337.51,486.75,1.1385
9/2/2021,57.5,38.21,68.6,339.98,488.25,1.1386
10/2/2021,54.28,39.28,68,341.99,491.5,1.1409
11/2/2021,51.7,38.71,67.35,339.98,492.25,1.1395
12/2/2021,48.3,39.97,67,346.53,492.25,1.1396
13/2/2021,45.8,39.97,67,346.53,492.25,1.1396
14/2/2021,45.8,39.97,67,346.53,492.25,1.1396
15/2/2021,45.9,39.47,65.3,351.23,497,1.1465
16/2/2021,41.8,38.82,65.3,351.46,496.5,1.145
17/2/2021,43,38.05,65.35,356.16,498.25,1.15
18/2/2021,41.76,38.28,65.55,353.64,501.75,1.1555
19/2/2021,43.99,37.37,65.95,347.98,499.5,1.156
20/2/2021,42.18,37.37,65.95,347.98,499.5,1.156
21/2/2021,42.18,37.37,65.95,347.98,499.5,1.156
22/2/2021,42.13,37.37,65.95,360.42,507,1.1557
23/2/2021,39.45,37.37,65.9,361.09,509.75,1.1586
24/2/2021,40.24,37.37,65.7,361.09,519,1.1624
25/2/2021,41.05,37.37,65.8,370.22,521.5,1.1573
26/2/2021,40.73,37.37,66.15,360.75,514.5,1.1487
27/2/2021,40.78,37.37,66.15,360.75,514.5,1.1487
28/2/2021,40.78,37.28,66.15,360.75,514.5,1.1487
1/3/2021,41.26,37.08,66.15,348.21,511.5,1.1553
2/3/2021,43.55,38.3,66.15,348.21,506.5,1.157
3/3/2021,44.38,37.42,65.7,334.1,510.75,1.1581
4/3/2021,43.58,38.11,65.2,370.72,520.25,1.1592
5/3/2021,44.68,38.96,65.25,384.61,525.75,1.1587
6/3/2021,45.78,37.28,65.25,384.61,525.75,1.1587
7/3/2021,45.78,37.28,65.25,384.61,525.75,1.1587
8/3/2021,44.88,39.07,65.5,379.12,526.5,1.1665
9/3/2021,44.38,40.58,65.5,379.12,526.5,1.1668
10/3/2021,43.83,41.47,65.8,377.33,520,1.1675
11/3/2021,45.6,41.86,65.8,386.4,528.25,1.1673
12/3/2021,46.73,42.79,66.05,384.61,530.5,1.165
13/3/2021,47.88,42.79,66.05,384.61,530.5,1.165
14/3/2021,47.88,42.79,66.05,384.61,530.5,1.165
15/3/2021,47.3,42.3,66.35,382.65,525.75,1.1673
16/3/2021,45.05,41.49,66.3,380.07,523.75,1.1635
17/3/2021,43.05,42.87,67.55,378.39,524.75,1.1673
18/3/2021,45.88,42.28,68.1,352.97,515,1.1686
19/3/2021,44.58,41.85,68.45,360.36,511,1.166
20/3/2021,42.01,41.85,68.45,360.36,511,1.166
21/3/2021,42.01,41.85,68.45,360.36,511,1.166
22/3/2021,42.63,42.72,68.5,361.31,515.5,1.1596
23/3/2021,44.05,41.32,68.5,340.82,503.75,1.1601
24/3/2021,45.13,41.49,68.5,359.8,510.75,1.1594
25/3/2021,45.33,40.26,68.5,314.83,497.25,1.1619
26/3/2021,45.25,41.63,68.5,360.81,512.5,1.1695
27/3/2021,46.5,41.63,68.5,360.81,512.5,1.1695
28/3/2021,46.5,41.63,68.5,360.81,512.5,1.1695
29/3/2021,46.51,41.75,70.6,363.55,507.5,1.1748
30/3/2021,46.33,41.95,70,359.35,508.25,1.1713
31/3/2021,46.03,42.45,70.05,351.34,508,1.1736
1/4/2021,48.13,42.37,70.2,360.98,501,1.1738
2/4/2021,48.65,42.37,70.2,360.98,501,1.1738
3/4/2021,48.65,42.37,70.2,360.98,501,1.1738
4/4/2021,48.65,42.37,70.2,360.98,501,1.1738
5/4/2021,48.65,41.95,70.2,360.98,501,1.1713
6/4/2021,50.29,44.14,70.3,349.61,510.75,1.1715
7/4/2021,53.69,43.77,68.8,351.74,502.75,1.1619
8/4/2021,52.53,43.39,67.2,351.18,505.5,1.1589
9/4/2021,52.43,43.56,67.55,350.17,506.5,1.154
10/4/2021,51.25,43.56,67.55,350.17,506.5,1.154
11/4/2021,51.25,43.56,67.55,350.17,506.5,1.154
12/4/2021,51.88,44.39,68.35,352.02,511,1.1558
13/4/2021,56.5,43.76,68.85,354.37,512.25,1.1534
14/4/2021,55.73,43.73,69.15,370.44,526,1.1505
15/4/2021,55.59,44.08,70.2,372.12,524.25,1.1527
16/4/2021,56.48,44.33,71.6,371.22,524.5,1.1522
17/4/2021,57.38,44.33,71.6,371.22,524.5,1.1522
18/4/2021,57.38,44.33,71.6,371.22,524.5,1.1522
19/4/2021,56.78,44.27,71.5,372.18,523.25,1.158
20/4/2021,56.68,44.81,71.5,369.15,514.75,1.1588
21/4/2021,55.8,45.82,71.5,362.21,516,1.1594
22/4/2021,56.41,47,71.8,362.6,516.25,1.1513
23/4/2021,56.18,46.86,71.8,366.35,519.75,1.1507
24/4/2021,51.18,46.86,71.8,366.35,519.75,1.1507
25/4/2021,51.18,46.86,71.8,366.35,519.75,1.1507
26/4/2021,53.88,47.11,71.7,364.17,520.75,1.1498
27/4/2021,54.98,47.2,71.85,368.87,523.25,1.1508
28/4/2021,58.28,47.69,71.75,373.97,532.75,1.1496
29/4/2021,59.13,47.91,71.9,381.08,533.25,1.1506
30/4/2021,60.94,48.73,71.9,373.86,524.75,1.1512
1/5/2021,65.5,48.73,77.45,371.17,525,1.1512
2/5/2021,65.5,48.73,77.45,371.17,525,1.1512
3/5/2021,65.5,49.31,78.65,375.98,531.75,1.1516
4/5/2021,64,48.5,78.5,383.32,536.25,1.1525
5/5/2021,65.2,49.33,80.05,383.88,541.5,1.1591
6/5/2021,65.45,49.82,81.55,379.23,538,1.1533
7/5/2021,68,50.33,82.5,380.8,540,1.1519
8/5/2021,62,50.33,82.5,380.8,540,1.1519
9/5/2021,62,50.33,82.5,380.8,540,1.1519
10/5/2021,62.09,52.1,83.8,381.3,539,1.1602
11/5/2021,66.5,52.91,84.8,382.87,544.25,1.1626
12/5/2021,66.4,55.17,85.85,387.18,552,1.1655
13/5/2021,66.85,54.35,85.7,374.53,536.25,1.1619
14/5/2021,68.6,56.49,85.4,382.93,541.25,1.1617
15/5/2021,70.98,56.49,85.4,382.93,541.25,1.1617
16/5/2021,70.98,56.49,85.4,382.93,541.25,1.1617
17/5/2021,68.85,56.15,84.5,387.18,544.25,1.1599
18/5/2021,67.75,52.9,84.6,383.71,544,1.1628
19/5/2021,65,49.55,84,372.57,528,1.1596
20/5/2021,59.65,52.58,84.75,364.39,530.5,1.1574
21/5/2021,63,51.65,85.2,371.56,532.25,1.1646
22/5/2021,66,51.65,85.2,371.56,532.25,1.1646
23/5/2021,66,51.65,85.2,371.56,532.25,1.1646
24/5/2021,66.8,52.68,85.5,382.87,541.25,1.1573
25/5/2021,63.75,53.24,85.75,383.54,543.25,1.1551
26/5/2021,70.43,53.59,85.65,384.89,544.25,1.1583
27/5/2021,70.65,51.76,85.75,387.52,545.5,1.1619
28/5/2021,65.33,50.95,85.75,384.83,547.5,1.166
29/5/2021,62.88,50.95,85.75,384.83,547.5,1.166
30/5/2021,62.88,50.95,85.75,384.83,547.5,1.166
31/5/2021,62.88,51.62,93.2,388.19,549,1.1626
1/6/2021,61.01,52.32,95.8,391.16,551.75,1.1589
2/6/2021,63.45,51.32,96.4,397.32,555,1.1611
3/6/2021,62.08,50.17,100.5,396.98,552.25,1.1634
4/6/2021,63.06,49.9,101.25,400.34,555.75,1.167
5/6/2021,62.4,49.9,101.25,400.34,555.75,1.167
6/6/2021,62.4,49.9,101.25,400.34,555.75,1.167
7/6/2021,62.23,51.38,106,398.22,557.5,1.1652
8/6/2021,63.4,52.08,105.75,402.14,559.25,1.1614
9/6/2021,67.64,53.42,108.25,401.8,561.75,1.1621
10/6/2021,67.83,53.69,110,403.09,562.75,1.1588
11/6/2021,68.03,52.58,110,403.82,561.75,1.1667
12/6/2021,67.41,52.58,110,403.82,561.75,1.1667
13/6/2021,67.41,52.58,110,403.82,561.75,1.1667
